Timestamp start: 1747266916540
#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      211.3    93.6    68.9   107.3   118.0   188.6   234.4   263.7   284.4   307.7   335.9   377.6   463.4   639.3  2117.7 130061.0   130000  1747267085720  1747267090917
read      223.2   106.9    63.8   111.2   123.1   200.3   248.9   277.6   298.0   321.3   351.5   397.8   499.7   756.7  3793.2 134922.4   135000  1747267092422  1747267097623
read      216.2   108.3    68.9   109.5   120.3   191.1   234.3   262.9   283.6   307.8   338.4   389.1   543.1  1052.3  2470.9 139959.2   140000  1747267099128  1747267104327
read      230.6   149.5    68.9   115.0   128.3   207.0   253.6   281.7   301.5   324.8   355.8   403.7   543.8  1024.6  2986.2 144939.0   145000  1747267105833  1747267111035
read      227.0   101.5    68.9   114.9   128.3   207.1   252.6   279.4   298.5   320.6   349.8   394.1   497.5   796.0  2811.9 150047.2   150000  1747267112541  1747267117738
read      242.8   123.7    68.9   120.8   135.5   221.5   268.3   295.8   316.6   341.8   374.3   427.5   557.7   877.5  2778.6 154981.8   155000  1747267119243  1747267124442
read      227.1   110.6    68.9   118.4   131.8   208.6   249.8   274.4   293.2   315.4   344.4   391.1   496.0   784.1  1975.3 159935.0   160000  1747267125947  1747267131145
read      271.0   211.7    68.9   128.7   144.8   237.1   286.7   316.5   340.0   369.5   410.1   482.2   725.3  3109.6  6873.4 164924.2   165000  1747267132649  1747267137847
read      240.0   123.5    68.9   122.5   137.0   216.3   258.9   285.2   305.3   330.4   365.4   424.6   584.6  1400.9  3055.9 170076.0   170000  1747267139351  1747267144552
read      226.0    92.8    68.9   121.1   134.7   206.4   243.8   267.5   285.8   308.8   340.4   395.2   531.8   812.7  1405.6 174998.2   175000  1747267146056  1747267151254
read      220.7    88.2    68.9   121.6   135.1   204.6   239.2   261.1   276.9   296.9   324.4   370.2   479.7   763.1  1823.7 180015.5   180000  1747267152759  1747267157958
read      255.9   115.7    68.9   138.4   155.3   240.0   278.7   301.6   318.6   340.5   370.0   420.9   557.5   933.9  2080.0 184977.7   185000  1747267159462  1747267164673
